FAC_NO,FAC_NAME,BEG_DATE,END_DATE,DAY_PER,DATA_IND,AUDIT_IND,COUNTY,HSA,HFPA,TYPE_CNTRL,TYPE_CARE,TYPE_HOSP,TEACH_RURL,PHONE,ADDRESS,CITY,ZIP_CODE,CEO,CEO_TITLE,WEB_SITE,OWNER,RPT_PREP,ORG_NAME,ER_DESIG,MCAR_PRO#,MCAL_PRO#,REG_MCAL#,BED_LIC,BED_AVL,BED_STF,DAY_MCAR_TR,DAY_MCAR_MC,DAY_MCAL_TR,DAY_MCAL_MC,DAY_CNTY,DAY_THRD_TR,DAY_THRD_MC,DAY_OTH_IND,DAY_OTH,DAY_TOT,DIS_MCAR_TR,DIS_MCAR_MC,DIS_MCAL_TR,DIS_MCAL_MC,DIS_CNTY,DIS_THRD_TR,DIS_THRD_MC,DIS_OTH_IND,DIS_OTH,DIS_TOT,BED_ACUTE,BED_PSYCH,BED_CHEM,BED_REHAB,BED_LTC,BED_RESDNT,DAY_ACUTE,DAY_PSYCH,DAY_CHEM,DAY_REHAB,DAY_LTC,DAY_RESDNT,DIS_ACUTE,DIS_PSYCH,DIS_CHEM,DIS_REHAB,DIS_LTC,DIS_RESDNT,OCC_LIC,OCC_AVL,ALOS_ALL,ALOS_EXLTC,BAS_NURSRY,DAY_NURSRY,DIS_NURSRY,VIS_MCAR_TR,VIS_MCAR_MC,VIS_MCAL_TR,VIS_MCAL_MC,VIS_CNTY,VIS_THRD_TR,VIS_THRD_MC,VIS_OTH_IND,VIS_OTH,VIS_TOT,VIS_ER,VIS_CLIN,VIS_HOME,VIS_REF_OP,DAYS_PIPS,OP_ROOM,OP_MIN_IP,OP_MIN_OP,SURG_IP,SURG_OP,NAT_ BIRTHS,C_SECTIONS,GR_PT_REV,DED_FR_REV,TOT_CAP_REV,NET_PT_REV,OTH_OP_REV,TOT_OP_EXP,NET_FRM_OP,NONOP_REV,NONOP_EXP,INC_TAX,NET_INCOME,GR_REV_DLY,GR_REV_AMB,GR_REV_ANC,GR_IP_MCAR_TR,GR_IP_MCAR_MC,GR_IP_MCAL_TR,GR_IP_MCAL_MC,GR_IP_CNTY,GR_IP_THRD_TR,GR_IP_THRD_MC,GR_IP_OTH_IND,GR_IP_OTH,GR_IP_TOT,GR_OP_MCAR_TR,GR_OP_MCAR_MC,GR_OP_MCAL_TR,GR_OP_MCAL_MC,GR_OP_CNTY,GR_OP_THRD_TR,GR_OP_THRD_MC,GR_OP_OTH_IND,GR_OP_OTH,GR_OP_TOT,C_ADJ_MCAR_TR,C_ADJ_MCAR_MC,C_ADJ_MCAL_TR,C_ADJ_MCAL_MC,DISP_855,C_ADJ_CNTY,C_ADJ_THRD_TR,C_ADJ_THRD_MC,BAD_DEBT,CHAR_OTH,SUB_INDGNT,DED_OTH,CAP_REV_MCAR,CAP_REV_MCAL,CAP_REV_THRD,NETRV_MCAR_TR,NETRV_MCAR_MC,NETRV_MCAL_TR,NETRV_MCAL_MC,NETRV_CNTY,NETRV_THRD_TR,NETRV_THRD_MC,NETRV_OTH_IND,NETRV_OTH,INTER_TFR,CONTRIBTNS,INC_INVEST,CNTY_APPRO,EXP_DLY,EXP_AMB,EXP_ANC,EXP_PIP,EXP_POP,EXP_RES,EXP_ED,EXP_GEN,EXP_FISC,EXP_ADM,EXP_UNASSG,EXP_SAL,EXP_BEN,EXP_PHYS,EXP_OTHPRO,EXP_SUPP,EXP_PURCH,EXP_DEPRE,EXP_LEASES,EXP_INSUR,EXP_INTRST,EXP_OTH,CUR_ASST,ASST_LIMTD,NET_PPE,CONST_PROG,INV_OTH,INTAN_ASST,TOT_ASST,CUR_LIAB,DEF_CRED,NET_LTDEBT,EQUITY,LIAB_EQ,CASH,ACCTS_ REC,ALLOW_UNCOLL,BLDGS,EQUIPMENT,TOT_PPE,ACC_DEPRE,MORT_PAY,CAP_LEASE,BOND_PAY,TOT_LTDEBT,CUR_MAT,INTER-REC,INTER_PAY,HOSP_FTE,NURS_FTE,PROD_HRS,NON_PRD_HR,PAID_HRS,MED_STAFF,STDNT_FTE,PRD_HR_MGT,PRD_HR_TCH,PRD_HR_RN,PRD_HR_LVN,PRD_HR_AID,PRD_HR_CLR,PRD_HR_ENV,PRD_HR_OTH,CNT_HR_RN,CNT_HR_OTH,PRD_HR_DLY,PRD_HR_AMB,PRD_HR_ANC,PRD_HR_ED,PRD_HR_GEN,PRD_HR_FIS,PRD_HR_ADM,PD_HR_DLY,PD_HR_AMB,PD_HR_ANC,PD_HR_ED,PD_HR_GEN,PD_HR_FIS,PD_HR_ADM,YEAR,Year,Income_by_year
106301357,FOOTHILL REGIONAL MEDICAL CENTER,2020-10-01,2021-09-30,365,Audited,Excl. Ind. Audit Adj.,Orange,13,1015,Investor,General,Comparable,,714-669-5880,14662 NEWPORT AVENUE,TUSTIN,92780-6064,ARACELI LONERGAN,CEO,FOOTHILLREGIONALMEDICALCENTER.COM,"ALTA HOSPITALS SYSTEM, LLC",RAMZI FADAYEL,"TOYON ASSOCIATES, INC.",,05-0780,HSC30720F,HSP40720F,127,127,65,4134.0,2818.0,1095.0,13393.0,,710.0,640.0,,154.0,22944,846.0,662.0,161.0,1321.0,,168.0,306.0,,89.0,3553,85.0,,,,42.0,,13294.0,,,,9650.0,,3539.0,,,,14.0,,49.5,49.5,6.5,3.8,,,,406.0,1087.0,452.0,2661.0,,856.0,626.0,,294.0,6382.0,5813.0,,,1368.0,3934.0,4.0,78309.0,116832.0,571.0,1091.0,,,390753325,313498256.0,92423717.0,169678786,214278.0,181005490,-11112426.0,,749362.0,,-11861788.0,137105117,11854092.0,241794116.0,66441127.0,55033986.0,74488055.0,103062373.0,,15588457.0,20233381.0,,4850189.0,339697568.0,2855084.0,11465579.0,2380359.0,19787283.0,,7985442.0,5251063.0,,1330947.0,51055757.0,54341369.0,63327601.0,30510871.0,129804681.0,-852795.0,,13978450.0,13044693.0,2773411.0,4331420.0,,2238555.0,61654643.0,30769074.0,,14532882.0,64237491.0,45735743.0,23247996.0,,9407125.0,12291864.0,,225685.0,,,,,15820030.0,3917632.0,20528081.0,48349059.0,20835526.0,,,7224932.0,29579068.0,31398799.0,3352363.0,26751342.0,4046655.0,2292631.0,4051656.0,10154972.0,124699926.0,3151220.0,402931.0,567070.0,32280.0,4854807.0,24538781.0,,20714874.0,932946.0,,297000.0,46483601.0,70213958.0,20150404.0,175070.0,-44055831.0,46483601.0,,39949994.0,-31982152.0,18562943.0,15806589.0,40216863.0,19501989.0,,414619.0,,415954.0,240884.0,,40513217.0,434.0,216.0,860278.0,85299.0,945577.0,359.0,,48000.0,87336.0,261469.0,47687.0,100437.0,,35670.0,236364.0,40532.0,2783.0,401262.0,40724.0,240943.0,,73954.0,28047.0,75348.0,436938.0,44246.0,259634.0,,88071.0,33330.0,83358.0,2020,2020,3221071110.0
106301175,FOUNTAIN VALLEY REGIONAL HOSPITAL AND MC - EUCLID,2021-01-01,2021-12-31,365,Audited,Excl. Ind. Audit Adj.,Orange,13,1014,Investor,General,Comparable,,714-966-7000,17100 EUCLID ST.,FOUNTAIN VALLEY,92708,CLAY FARELL,CEO,WWW.FOUNTAINVALLEYHOSPITAL.COM,TENET HEALTHCARE CORPORATION,MARIBEL SOLLER,TENET HEALTHSYSTEM MEDICAL INC.,,05-0570,1821002007,ZZT30570F,400,344,208,16793.0,14587.0,7303.0,28199.0,66.0,337.0,7598.0,62.0,748.0,75693,2657.0,2488.0,1113.0,6064.0,14.0,82.0,1785.0,35.0,294.0,14532,400.0,,,,,,75693.0,,,,,,14532.0,,,,,,51.8,60.3,5.2,5.2,55.0,3156.0,1557.0,4272.0,6073.0,2703.0,29811.0,9.0,2461.0,11631.0,364.0,2415.0,59739.0,41961.0,6166.0,,15700.0,,9.0,631260.0,825045.0,4020.0,5638.0,1076.0,576.0,3160161708,2852211044.0,81515444.0,389466108,-5574210.0,385886151,-1994253.0,85003.0,10568.0,,-1919818.0,426357858,247374075.0,2486429775.0,481969561.0,463663155.0,172652975.0,864000643.0,1712203.0,9603361.0,240278089.0,2247859.0,26344682.0,2262472528.0,77849965.0,135336180.0,30932365.0,495362988.0,120144.0,12871981.0,124805261.0,3803989.0,16606307.0,897689180.0,507120965.0,547133686.0,159438862.0,1203450190.0,-17062001.0,1767140.0,19552096.0,324505136.0,20034964.0,64313325.0,,21956681.0,4180254.0,77335190.0,,52698561.0,56045903.0,35218152.0,200977481.0,65207.0,2923246.0,40578214.0,,959344.0,,,,,84845999.0,16994911.0,123912423.0,,,,198803.0,58589498.0,19290563.0,66777505.0,15276449.0,121425983.0,46984383.0,10624581.0,19859374.0,60150113.0,64084043.0,9689255.0,6646643.0,4321412.0,33474.0,42066890.0,188191408.0,,95248796.0,3349133.0,276951978.0,14233768.0,577975083.0,104050666.0,11066153.0,2158527.0,460699737.0,577975083.0,,244729834.0,-182951437.0,117550999.0,76859817.0,222429614.0,127180818.0,,3407815.0,,3407815.0,1249288.0,276931090.0,,1291.0,643.0,2352158.0,444445.0,2796603.0,653.0,3.0,121320.0,542194.0,1030439.0,7445.0,207836.0,301778.0,29578.0,,92637.0,18931.0,970972.0,116433.0,811481.0,,266307.0,17351.0,169614.0,1179880.0,141586.0,943391.0,,306018.0,19378.0,206350.0,2021,2021,2797901180.0
106014034,FREMONT HOSPITAL,2021-01-01,2021-12-31,365,Audited,Incl. Ind. Audit Adj.,Alameda,5,421,Investor,Psychiatric,Comparable,,510-574-4825,39001 SUNDALE DRIVE,FREMONT,94538,PATRICIA WILLIAMS,CEO,WWW.FREMONTHOSPITAL.COM,"UHS OF DELAWARE, INC.",RUTH ANN SMOTHERMAN,"UHS OF DELAWARE, INC.",,05-4110,,HSP34110F,148,148,120,4360.0,2572.0,6371.0,,8500.0,2295.0,16049.0,14.0,77.0,40238,339.0,237.0,869.0,,881.0,371.0,2449.0,3.0,13.0,5162,,148.0,,,,,,40238.0,,,,,,5162.0,,,,,74.5,74.5,7.8,7.8,,,,294.0,85.0,,,,1942.0,3817.0,28.0,8.0,6174.0,,,,,,,,,,,,,100267880,36960321.0,,63307559,3949.0,44407263,18904245.0,1140836.0,2442.0,643618.0,19399021.0,95364060,3696680.0,1207140.0,10464000.0,6172800.0,15290400.0,,20400000.0,5508000.0,38517488.0,33712.0,184800.0,96571200.0,76180.0,39000.0,,,,1173120.0,2387642.0,17098.0,3640.0,3696680.0,4624816.0,2390603.0,5300120.0,,,7028405.0,2764804.0,13787667.0,920697.0,50810.0,,92399.0,,,,5809305.0,3758698.0,9836532.0,,13166468.0,3847988.0,26703813.0,,184755.0,,,,,19977049.0,1173812.0,396599.0,,,,,8309304.0,3344858.0,9056311.0,2149330.0,25441421.0,4301127.0,3278925.0,,2058763.0,2854816.0,1402357.0,149744.0,566717.0,,4353393.0,14341930.0,,28263221.0,79176.0,80783377.0,66393807.0,189861511.0,7253702.0,,,182607809.0,189861511.0,,14037390.0,-810999.0,30773716.0,3721490.0,40244774.0,11981553.0,,,,,,79882024.0,,264.0,63.0,481781.0,67336.0,549117.0,18.0,,69466.0,188831.0,113689.0,17157.0,8.0,41680.0,30671.0,20279.0,,,250213.0,17916.0,,,95158.0,45339.0,73155.0,291395.0,20300.0,,,106130.0,51387.0,79905.0,2021,2021,2797901180.0
106104047,FRESNO SURGICAL HOSPITAL,2021-01-01,2021-12-31,365,Audited,Excl. Ind. Audit Adj.,Fresno,9,605,Investor,Specialty,Comparable,,559-431-8000,6125 NORTH FRESNO STREET,FRESNO,93710,DANIELLE HOLDRIDGE-ZEUNER,CEO,WWW.FRESNOSURGICALHOSPITAL.COM,FSC HOSPITAL,JEFFREY N. BROWN,HOSPITAL MANAGEMENT SERVICES,,05-0708,,HSP40708F,27,27,7,1061.0,245.0,,108.0,,173.0,670.0,,3.0,2260,455.0,109.0,,80.0,,93.0,360.0,,2.0,1099,27.0,,,,,,2260.0,,,,,,1099.0,,,,,,22.9,22.9,2.1,2.1,,,,7251.0,1334.0,47.0,1057.0,,831.0,6136.0,,260.0,16916.0,,,,1574.0,,9.0,107785.0,425813.0,1093.0,15342.0,,,324040895,231965855.0,,92075040,166770.0,87945567,4296243.0,987859.0,,,5284102.0,5888900,,318151995.0,32745776.0,7424696.0,,3427487.0,,5069600.0,24008677.0,,125727.0,72801963.0,86930550.0,28744738.0,885185.0,21788772.0,,9643053.0,100001898.0,,3244736.0,251238932.0,83131674.0,25598978.0,784111.0,23405247.0,,,9755026.0,84930329.0,4360490.0,,,,,,,35107692.0,10570456.0,101074.0,1811012.0,,4957627.0,39080246.0,,446933.0,,,22590.0,,5479172.0,,51071664.0,,,,,10896154.0,3541024.0,11888481.0,5069072.0,23258275.0,6455581.0,2511446.0,2692407.0,35131400.0,4889459.0,5983784.0,920207.0,158147.0,85896.0,5858965.0,29120973.0,,63947167.0,,137978.0,78765214.0,171971332.0,80006745.0,,1818430.0,90146157.0,171971332.0,14051084.0,16215441.0,-4364643.0,55966453.0,6761933.0,72915626.0,8968459.0,,5370361.0,,5370361.0,3551931.0,,11203414.0,308.0,91.0,574105.0,89691.0,663796.0,191.0,,57067.0,117349.0,123645.0,8513.0,36857.0,130712.0,60145.0,15679.0,20721.0,3417.0,60482.0,,254097.0,,144762.0,76411.0,38353.0,70930.0,,292187.0,,169009.0,87528.0,44142.0,2021,2021,2797901180.0
106301283,GARDEN GROVE HOSPITAL AND MEDICAL CENTER,2021-01-01,2021-12-31,365,Audited,Incl. Ind. Audit Adj.,Orange,13,1012,Investor,General,Comparable,,714-537-5160,12601 GARDEN GROVE BOULEVARD,GARDEN GROVE,92843,RICHARD ROWE,CEO,WWW.GARDENGROVEHOSPITAL.COM,PRIME HEALTHCARE SERVICES,JEFFREY N. BROWN,HOSPITAL MANAGEMENT SERVICES,,05-0230,HSC30230F,,167,132,44,5943.0,3349.0,1649.0,3612.0,,759.0,362.0,,70.0,15744,981.0,599.0,323.0,777.0,,127.0,99.0,,49.0,2955,167.0,,,,,,15744.0,,,,,,2955.0,,,,,,25.8,32.7,5.3,5.3,12.0,,,1257.0,1474.0,2415.0,9427.0,,1599.0,1785.0,,1417.0,19374.0,20934.0,,,1372.0,,6.0,35304.0,1086.0,370.0,16.0,,,300540726,223704220.0,,76836506,4615491.0,69331614,12120383.0,803785.0,3332878.0,,9591290.0,66652492,46448879.0,187439355.0,79783438.0,46567816.0,22994499.0,52181011.0,,12721917.0,4682265.0,,1121231.0,220052177.0,7213824.0,8955760.0,11552948.0,35232616.0,,6700822.0,6756025.0,,4076554.0,80488549.0,66044373.0,43785649.0,19887576.0,67989545.0,-1841155.0,,12186461.0,7178482.0,5395659.0,1462689.0,,1614941.0,,,,19982182.0,11730373.0,15060931.0,20695542.0,,4480728.0,2790444.0,,2096306.0,,,,,12772223.0,5463961.0,14550498.0,,,,,10944967.0,2099446.0,19810362.0,3690157.0,27421104.0,9508631.0,1051482.0,3474472.0,6271682.0,6746590.0,1573103.0,398781.0,841641.0,564.0,12043564.0,96509389.0,,24501843.0,3266510.0,295722.0,,124573464.0,23442475.0,,26440206.0,74690783.0,124573464.0,297022.0,69960781.0,-60857854.0,20788354.0,25992769.0,54033142.0,29531299.0,25000000.0,2157654.0,,27157654.0,717448.0,,290219.0,341.0,100.0,663402.0,63406.0,726808.0,255.0,,47767.0,251094.0,189746.0,,18723.0,59681.0,60716.0,18783.0,,16892.0,172051.0,69650.0,118799.0,,152532.0,41934.0,108436.0,191683.0,74566.0,133240.0,,168714.0,44886.0,113719.0,2021,2021,2797901180.0
106270777,GEORGE L. MEE MEMORIAL HOSPITAL,2020-10-01,2021-09-30,365,Audited,Excl. Ind. Audit Adj.,Monterey,8,709,Non-Profit,General,Comparable,Rural,831-385-6000,300 CANAL STREET,KING CITY,93930,RENA SALAMACHA,CEO,,SOUTHERN MONTEREY COUNTY,CHRISTINE PONCE,"TOYON ASSOCIATES, INC.",,05-0189,,ZZR00189F,73,61,38,10764.0,19.0,266.0,1445.0,,333.0,508.0,92.0,25.0,13452,279.0,6.0,68.0,66.0,,10.0,64.0,2.0,2.0,497,25.0,,,,48.0,,1199.0,,,,12253.0,,400.0,,,,97.0,,50.5,60.4,27.1,3.0,,,,12910.0,814.0,7483.0,48548.0,,1236.0,20995.0,215.0,4424.0,96625.0,11764.0,51551.0,,26089.0,,3.0,5770.0,10432.0,115.0,608.0,,,178201020,105632421.0,,72568599,2340471.0,60686892,14222178.0,7279429.0,,,21501607.0,21004725,52301678.0,104894617.0,20115182.0,382851.0,2955224.0,15773486.0,,355990.0,3143693.0,88913.0,219417.0,43034756.0,26109666.0,1510475.0,13781869.0,63790888.0,,2632902.0,21133134.0,339669.0,5867661.0,135166264.0,37644112.0,1757864.0,5337166.0,36839542.0,-307581.0,,1903341.0,14470975.0,-273994.0,2533258.0,,5727738.0,,,,8580736.0,135462.0,10076601.0,42251063.0,,1085551.0,9805852.0,,633334.0,-11646450.0,,7209456.0,,6641483.0,14294008.0,13903926.0,,,,,9370499.0,3911128.0,9722253.0,2843595.0,21243827.0,10621750.0,6143995.0,3365380.0,3559855.0,10376546.0,2428025.0,979228.0,388031.0,509725.0,1070530.0,10917786.0,5123051.0,20658205.0,1130979.0,,,37830021.0,24344119.0,,7657013.0,5828889.0,37830021.0,3824335.0,33794457.0,-29291723.0,30372744.0,21518385.0,54177176.0,33518971.0,,,,9980547.0,2323534.0,,,276.0,58.0,506276.0,67872.0,574148.0,83.0,,90321.0,169518.0,64524.0,20717.0,35826.0,106651.0,5622.0,13097.0,,,90049.0,149495.0,99738.0,,39450.0,56730.0,70814.0,102660.0,170687.0,113246.0,,45255.0,63977.0,78323.0,2020,2020,3221071110.0
106190328,GLENDORA HOSPITAL,2021-06-17,2021-12-31,198,Audited,Incl. Ind. Audit Adj.,Los Angeles,11,915,Investor,Psychiatric,Comparable,,866-410-5454,150 WEST ROUTE 66,GLENDORA,91740-6207,DOUGLAS MACKAY,ADMINISTRATOR,WWW.GLENDORAHOSPITAL.COM,"CHLB, LLC",DONNA ANGLIN,"2552PROPLUS, LLC",,05-4157,,,63,62,34,4365.0,1329.0,110.0,16.0,,349.0,,24.0,,6193,238.0,87.0,11.0,1.0,,37.0,,1.0,,375,,63.0,,,,,,6193.0,,,,,,375.0,,,,,49.6,50.4,16.5,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,10850587,4622122.0,,6228465,8195.0,8917832,-2681172.0,,343953.0,,-3025125.0,9027054,,1823533.0,7610805.0,2357568.0,174003.0,30018.0,,632358.0,,45835.0,,10850587.0,,,,,,,,,,,3194689.0,989724.0,123542.0,24602.0,,,236104.0,,7626.0,45835.0,,,,,,4408490.0,1367844.0,50461.0,5416.0,,396254.0,,,,,,,,2342121.0,,181168.0,,,,,2046330.0,347871.0,2929872.0,1070470.0,3819673.0,933775.0,22100.0,882144.0,490762.0,1312007.0,451165.0,25284.0,284368.0,295474.0,401080.0,5585940.0,,22275406.0,91795.0,,2380026.0,30333167.0,10337438.0,,15499212.0,4496517.0,30333167.0,1719843.0,5590755.0,-2154090.0,13790000.0,1301304.0,22601304.0,325898.0,,,,16345444.0,846232.0,,5839704.0,55.0,24.0,109667.0,5070.0,114737.0,12.0,,21325.0,9547.0,17162.0,8310.0,25268.0,12990.0,14047.0,1010.0,8.0,,50897.0,,4797.0,,27962.0,8040.0,17971.0,53183.0,,4946.0,,29581.0,8426.0,18601.0,2021,2021,2797901180.0
106420483,GOLETA VALLEY COTTAGE HOSPITAL,2021-01-01,2021-12-31,365,Audited,Incl. Ind. Audit Adj.,Santa Barbara,10,807,Non-Profit,General,Comparable,,805-967-3411,351 S. PATTERSON AVENUE,SANTA BARBARA,93111,RONALD C. WERFT,CEO/PRESIDENT,COTTAGEHEALTHSYSTEM.ORG,GOLETA VALLEY COTTAGE HOSPITAL,SCOTT BESLER,"TOYON ASSOCIATES, INC.",,05-0357,1225038136,ZZT30357F,52,24,9,1647.0,244.0,61.0,268.0,,64.0,730.0,,46.0,3060,666.0,95.0,24.0,105.0,,25.0,286.0,,18.0,1219,52.0,,,,,,3060.0,,,,,,1219.0,,,,,,16.1,34.9,2.5,2.5,,,,18816.0,2261.0,1514.0,8678.0,,1324.0,19189.0,,1117.0,52899.0,18971.0,,,32402.0,,6.0,161228.0,148930.0,828.0,1831.0,,,289431314,185007129.0,,104424185,3976344.0,89871668,18528861.0,7202057.0,140050.0,,25590868.0,15961794,32881842.0,240587678.0,54533295.0,7124249.0,1075517.0,6205675.0,,3029916.0,27021475.0,,2828601.0,101818728.0,74470843.0,8161569.0,4294107.0,27608615.0,,4628716.0,64884701.0,,3564035.0,187612586.0,103153280.0,12787061.0,4551824.0,25981108.0,,,4828871.0,22295908.0,2270488.0,2695717.0,,6442872.0,,,,25044681.0,2346946.0,731755.0,7705778.0,,2499969.0,65323728.0,,771328.0,3708547.0,,7144502.0,,4306673.0,6025295.0,36446939.0,,,,,21537739.0,3120688.0,11769053.0,6665281.0,27202338.0,6702689.0,2530506.0,190129.0,17484672.0,22993349.0,8194269.0,62172.0,,,4511544.0,112800022.0,,97884389.0,3989765.0,7180615.0,,221854791.0,11679419.0,669991.0,,209505381.0,221854791.0,9636417.0,24307449.0,-12782148.0,119892586.0,27520172.0,159941268.0,62056879.0,,,,,,14469981.0,2960081.0,247.0,62.0,467914.0,52454.0,520368.0,121.0,,48104.0,183993.0,96648.0,4458.0,26726.0,21337.0,71917.0,7111.0,744.0,6876.0,47818.0,65755.0,191089.0,,120191.0,,43061.0,54181.0,71346.0,216133.0,,131743.0,,46965.0,2021,2021,2797901180.0
106150775,GOOD SAMARITAN HOSPITAL - BAKERSFIELD,2021-01-01,2021-12-31,365,Audited,Excl. Ind. Audit Adj.,Kern,9,617,Investor,General,Comparable,,805-399-4661,901 OLIVE DR.,BAKERSFIELD,93308,BASRA AMANDEEP,CEO,WWW.GOODSAMHOSPITAL.COM,ALLIANCE INVESTMENT INC,FOSTER EVANS,HOSPITAL MANAGEMENT SERVICES,,05-0257,HSC30257G,ZZT30257G,64,64,35,3109.0,660.0,3642.0,3112.0,593.0,684.0,162.0,,31.0,11993,540.0,110.0,458.0,891.0,60.0,122.0,16.0,,9.0,2206,43.0,21.0,,,,,6099.0,5894.0,,,,,1613.0,593.0,,,,,51.3,51.3,5.4,5.4,,,,1726.0,605.0,331.0,4365.0,,603.0,2.0,,414.0,8046.0,,,,7782.0,,2.0,19169.0,24421.0,185.0,264.0,,,51444171,27615466.0,,23828705,7377909.0,36960047,-5753433.0,3156452.0,49.0,,-2597030.0,32056151,,19388020.0,12959194.0,2635429.0,10047274.0,15512679.0,1443753.0,2582459.0,393071.0,,166759.0,45740618.0,1318003.0,388587.0,211252.0,2908384.0,,587448.0,999.0,,288880.0,5703553.0,7587838.0,741004.0,8382233.0,6894316.0,-495000.0,218520.0,3169907.0,182334.0,934314.0,,,,,,,6210684.0,2283012.0,2070871.0,11827169.0,1225233.0,,211736.0,,,,,22781.0,3133671.0,9486797.0,,8292791.0,,,,,5919989.0,911135.0,10649332.0,1700003.0,13145125.0,3036241.0,896825.0,2301107.0,2331921.0,4829050.0,1900267.0,654266.0,262198.0,31057.0,7571990.0,8877644.0,,2078908.0,,,,10956552.0,3409234.0,,28518525.0,-20971207.0,10956552.0,3192790.0,6960860.0,-2584247.0,2388843.0,6088791.0,8477634.0,6398726.0,,26715.0,,28540044.0,21519.0,,28576622.0,224.0,80.0,422550.0,47444.0,469994.0,67.0,,38650.0,92168.0,52349.0,27411.0,83797.0,61123.0,62547.0,,2078.0,2427.0,165794.0,,81827.0,,101876.0,23550.0,49503.0,187445.0,,89228.0,,112436.0,25710.0,55175.0,2021,2021,2797901180.0
106190392,GOOD SAMARITAN HOSPITAL - LA,2020-10-01,2021-09-30,365,Audited,Incl. Ind. Audit Adj.,Los Angeles,11,925,Non-Profit,General,Comparable,,213-977-2121,1225 WILSHIRE BOULEVARD,LOS ANGELES,90017,JAMES R WEST,SYSTEM PRES & CEO,WWW.PIHHEALTH.ORG,PIH HEALTH,RAINBOW JUNG,PIH HEALTH GOOD SAMARITAN HOSPITAL,,05-0471,HSC30471F,ZZT30471F,408,363,214,21239.0,14190.0,12804.0,14288.0,,1287.0,8509.0,520.0,77.0,72914,3464.0,2400.0,2072.0,2912.0,,151.0,1857.0,168.0,28.0,13052,357.0,,,23.0,28.0,,66247.0,,,6667.0,,,12465.0,,,587.0,,,49.0,55.0,5.6,5.6,10.0,3083.0,1383.0,14814.0,6184.0,7386.0,15589.0,,4280.0,14164.0,4064.0,28.0,66509.0,42482.0,1519.0,,25517.0,1155.0,21.0,481256.0,354406.0,2593.0,4455.0,1170.0,455.0,2043210560,1674638085.0,28409874.0,396982349,20165929.0,450452173,-33303895.0,11783276.0,266693.0,,-21787312.0,516153022,151097264.0,1375960274.0,431361757.0,319486432.0,242461823.0,302269106.0,,26318707.0,194166112.0,12947171.0,2328805.0,1531339913.0,115881572.0,69110308.0,46433489.0,118789089.0,,13001233.0,119008799.0,28322913.0,1323244.0,511870647.0,448634001.0,327753685.0,223364974.0,364572313.0,,,26813253.0,225270593.0,12948674.0,28050752.0,,17229840.0,9825527.0,10654069.0,7930278.0,93856654.0,67261166.0,62879210.0,63223810.0,,12199710.0,93356160.0,2947873.0,1257766.0,-9040434.0,942803.0,7552139.0,,94632553.0,13896083.0,137715716.0,24045987.0,,181488.0,1107385.0,66726320.0,10446773.0,86860488.0,14839380.0,153542517.0,32127077.0,15550838.0,43723891.0,83973414.0,70066232.0,9873083.0,4123103.0,1708022.0,628208.0,35135788.0,244823872.0,10049939.0,268640418.0,25000222.0,27606907.0,,576121358.0,153152839.0,18509034.0,21841646.0,382617839.0,576121358.0,976293.0,239734768.0,-170549233.0,45888822.0,36814309.0,287126553.0,18486135.0,,,,21841646.0,,116347748.0,,1390.0,529.0,2895654.0,427619.0,3323273.0,208.0,12.0,81269.0,937212.0,756863.0,7539.0,159215.0,326973.0,16256.0,178013.0,177503.0,254811.0,1007314.0,192840.0,751336.0,2447.0,601670.0,125542.0,214505.0,1173952.0,221774.0,879398.0,2784.0,651204.0,141990.0,252171.0,2020,2020,3221071110.0
